InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
576317,23265,SET OF 3 WOODEN TREE DECORATIONS,12,11/14/2011 14:57,1.25,15781.0,United Kingdom
566258,23256,CHILDRENS CUTLERY SPACEBOY ,2,9/11/2011 12:45,4.15,13124.0,United Kingdom
532425,48188,DOORMAT WELCOME PUPPIES,2,11/12/2010 10:08,7.95,13065.0,United Kingdom
577359,21916,SET 12 RETRO WHITE CHALK STICKS,2,11/18/2011 16:07,0.42,14903.0,United Kingdom
569518,21068,VINTAGE BILLBOARD LOVE/HATE MUG,2,10/4/2011 14:28,1.25,13263.0,United Kingdom
499234,22214,CANDLE PLATE LACE WHITE,6,2/25/2010 12:37,2.55,13771.0,United Kingdom
497512,22082,RIBBON REEL STRIPES DESIGN ,2,2/10/2010 12:26,1.65,17201.0,United Kingdom
501278,84804B,BLUE DELPHINIUM ARTIFICIAL FLOWER,1,3/15/2010 14:01,2.95,17180.0,United Kingdom
545052,22435,SET OF 9 HEART SHAPED BALLOONS,12,2/27/2011 12:27,1.25,13971.0,United Kingdom
490512,21552,CERAMIC BIRDHOUSE BLACK ROSE  LARGE,1,12/6/2009 14:54,5.95,14606.0,United Kingdom
555091,15058A,BLUE POLKADOT GARDEN PARASOL,2,5/31/2011 12:50,7.95,12748.0,United Kingdom
569846,23314,VINTAGE CHRISTMAS TABLECLOTH,6,10/6/2011 13:42,12.5,13422.0,United Kingdom
530753,22412,METAL SIGN NEIGHBOURHOOD WITCH ,12,11/4/2010 11:56,2.1,12949.0,United Kingdom
510543,21314,SMALL GLASS HEART TRINKET POT,8,6/1/2010 15:01,2.1,15858.0,United Kingdom
533487,22294,HEART FILIGREE DOVE  SMALL,24,11/17/2010 13:11,1.25,13593.0,United Kingdom
574959,23170,REGENCY TEA PLATE ROSES ,12,11/8/2011 10:09,1.65,17886.0,United Kingdom
565747,23356,LOVE HOT WATER BOTTLE,3,9/6/2011 12:38,5.95,14239.0,United Kingdom
560841,23263,SET OF 3 WOODEN HEART DECORATIONS,24,7/21/2011 12:25,1.04,14298.0,United Kingdom
532993,15058B,PINK POLKADOT GARDEN PARASOL,2,11/15/2010 14:26,7.95,14156.0,EIRE
561045,21745,GAOLERS KEYS DECORATIVE GARDEN ,4,7/24/2011 12:29,3.75,17522.0,United Kingdom
570333,21169,YOU'RE CONFUSING ME METAL SIGN ,1,10/10/2011 12:19,1.69,18126.0,United Kingdom
546111,22760,"TRAY, BREAKFAST IN BED",1,3/9/2011 12:39,12.75,14165.0,United Kingdom
544918,22967,SET 3 SONG BIRD PAPER EGGS ASSORTED,6,2/24/2011 16:30,2.95,13081.0,United Kingdom
490071,21537,RETRO SPOTS PUDDING BOWL,4,12/3/2009 14:11,4.25,16497.0,United Kingdom
577490,21481,FAWN BLUE HOT WATER BOTTLE,3,11/20/2011 12:11,3.75,16464.0,United Kingdom
505967,90159,COTE D'AZURE NECKLACE,4,4/26/2010 16:21,4.95,18009.0,United Kingdom
580771,22118,JOY WOODEN BLOCK LETTERS,5,12/6/2011 10:58,1.25,16015.0,United Kingdom
518653,21527,RED RETROSPOT TRADITIONAL TEAPOT ,1,8/10/2010 13:32,7.95,16221.0,United Kingdom
566364,21916,SET 12 RETRO WHITE CHALK STICKS,24,9/12/2011 12:32,0.42,15253.0,United Kingdom
578270,22508,DOORSTOP RETROSPOT HEART,1,11/23/2011 13:39,7.46,14096.0,United Kingdom
494915,16161G,WRAP BAD HAIR DAY,25,1/19/2010 17:12,0.1,13564.0,United Kingdom
567858,47574A,ENGLISH ROSE SCENTED HANGING FLOWER,7,9/22/2011 13:50,0.75,16813.0,United Kingdom
552256,84978,HANGING HEART JAR T-LIGHT HOLDER,12,5/8/2011 10:43,1.25,16621.0,United Kingdom
567294,23245,SET OF 3 REGENCY CAKE TINS,4,9/19/2011 12:06,4.95,13774.0,United Kingdom
523922,22581,WOOD STOCKING CHRISTMAS SCANDISPOT,12,9/24/2010 16:24,0.85,13141.0,United Kingdom
508758,37502,TEA TIME MUG IN GIFT BOX,4,5/18/2010 12:00,2.95,16884.0,United Kingdom
538201,85049C,ROMANTIC PINKS RIBBONS ,1,12/10/2010 11:12,1.25,15723.0,United Kingdom
525308,20975,12 PENCILS SMALL TUBE RED RETROSPOT,24,10/5/2010 10:23,0.65,12644.0,Germany
545901,22570,FELTCRAFT CUSHION RABBIT,2,3/7/2011 17:52,3.75,15834.0,United Kingdom
574287,22164,STRING OF STARS CARD HOLDER,4,11/3/2011 15:09,2.95,14723.0,United Kingdom
522917,22151,PLACE SETTING WHITE HEART,48,9/17/2010 14:10,0.42,12425.0,Portugal
491784,22301,COFFEE MUG CAT + BIRD DESIGN,6,12/14/2009 12:48,2.55,12471.0,Germany
576217,22467,GUMBALL COAT RACK,2,11/14/2011 12:56,2.55,17081.0,United Kingdom
534501,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,11/23/2010 11:26,2.95,18055.0,United Kingdom
577057,22135,MINI LADLE LOVE HEART PINK,1,11/17/2011 14:26,0.42,12748.0,United Kingdom
533956,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,6,11/19/2010 12:50,2.55,12682.0,France
528923,20731,POSY CANDY BAG,1,10/25/2010 14:41,1.25,14413.0,United Kingdom
518787,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,12,8/12/2010 8:54,1.25,13089.0,United Kingdom
519682,22519,CHILDS GARDEN BRUSH PINK,1,8/19/2010 12:48,2.1,16529.0,United Kingdom
560305,23298,SPOTTY BUNTING,1,7/18/2011 10:49,4.95,16511.0,United Kingdom
580727,84347,ROTATING SILVER ANGELS T-LIGHT HLDR,8,12/5/2011 17:17,4.96,14096.0,United Kingdom
519687,21241,GREEN SPOTTY CUP,8,8/19/2010 13:04,0.85,14112.0,United Kingdom
550490,23153,ZINC SWEETHEART WIRE LETTER RACK,4,4/18/2011 14:32,3.75,17054.0,United Kingdom
575840,23368,SET 12 COLOUR PENCILS DOLLY GIRL ,3,11/11/2011 11:56,0.65,13137.0,United Kingdom
496337,22150, 3 STRIPEY MICE FELTCRAFT,1,1/31/2010 15:26,1.95,17372.0,United Kingdom
545578,22570,FELTCRAFT CUSHION RABBIT,4,3/3/2011 19:21,3.75,13715.0,United Kingdom
491683,82482,WOODEN PICTURE FRAME WHITE FINISH,1,12/13/2009 12:36,2.55,17539.0,United Kingdom
568650,10125,MINI FUNKY DESIGN TAPES,20,9/28/2011 11:56,0.85,13505.0,Switzerland
494912,22050,PINK PAISLEY ROSE GIFT WRAP,25,1/19/2010 17:03,0.42,16705.0,United Kingdom
550651,22553,PLASTERS IN TIN SKULLS,1,4/19/2011 16:52,1.65,15436.0,United Kingdom
558769,84548,CROCHET BEAR RED/BLUE  KEYRING,3,7/3/2011 14:58,1.65,17899.0,United Kingdom
506225,22585,PACK OF 6 BIRDY GIFT TAGS,12,4/28/2010 11:57,1.25,17491.0,United Kingdom
514480,21213,PACK OF 72 SKULL CAKE CASES,2,7/2/2010 14:15,0.55,16409.0,United Kingdom
579516,22981,PANTRY APPLE CORER,1,11/29/2011 17:52,1.45,17841.0,United Kingdom
547654,22677,FRENCH BLUE METAL DOOR SIGN 2,1,3/24/2011 12:32,1.25,14527.0,United Kingdom
566240,23337,EGG FRYING PAN MINT ,1,9/11/2011 11:29,2.08,14508.0,United Kingdom
518200,22664,TOY TIDY DOLLY GIRL DESIGN,5,8/5/2010 11:24,2.1,17581.0,United Kingdom
499505,21894,POTTING SHED SEED ENVELOPES,1,2/28/2010 15:58,1.25,14606.0,United Kingdom
555284,21933,PINK VINTAGE PAISLEY PICNIC BAG,20,6/2/2011 9:37,1.65,14298.0,United Kingdom
519343,21755,LOVE BUILDING BLOCK WORD,3,8/16/2010 12:12,5.95,12687.0,Sweden
527488,22111,SCOTTIE DOG HOT WATER BOTTLE,2,10/18/2010 11:47,4.95,16347.0,United Kingdom
489446,20728,LUNCH BAG CARS BLUE,10,12/1/2009 10:06,1.65,13758.0,United Kingdom
503341,21549,CERAMIC BIRDHOUSE RED ROOF SMALL,6,3/31/2010 12:57,2.95,17531.0,United Kingdom
533549,20886,BOX OF 9 PEBBLE CANDLES,1,11/17/2010 16:59,1.95,14606.0,United Kingdom
515742,22300,COFFEE MUG DOG + BALL DESIGN,12,7/14/2010 13:01,2.55,15332.0,Lithuania
569236,21403,BLUE EGG  SPOON,6,10/2/2011 15:49,0.12,14432.0,United Kingdom
491097,85099C,JUMBO  BAG BAROQUE BLACK WHITE,6,12/9/2009 14:01,1.95,17296.0,United Kingdom
561868,17091J,VANILLA INCENSE IN TIN,2,7/31/2011 11:26,0.38,16813.0,United Kingdom
580632,23377,PACK OF 12 DOLLY GIRL TISSUES,12,12/5/2011 12:16,0.39,16360.0,United Kingdom
507388,21774,DECORATIVE CATS BATHROOM BOTTLE,2,5/9/2010 12:12,1.25,14474.0,United Kingdom
576249,22582,PACK OF 6 SWEETIE GIFT BOXES,2,11/14/2011 13:47,2.55,17811.0,United Kingdom
490804,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,12/8/2009 12:05,0.55,16560.0,United Kingdom
553672,23175,REGENCY MILK JUG PINK ,4,5/18/2011 12:44,3.25,15811.0,United Kingdom
535102,20974,12 PENCILS SMALL TUBE SKULL,7,11/25/2010 11:00,0.65,17996.0,United Kingdom
509743,22614,PACK OF 12 SPACEBOY TISSUES,12,5/25/2010 13:21,0.29,17841.0,United Kingdom
570458,10080,GROOVY CACTUS INFLATABLE,1,10/10/2011 15:39,0.39,14535.0,United Kingdom
537793,21933,PINK VINTAGE PAISLEY PICNIC BAG,3,12/8/2010 12:57,2.95,15032.0,United Kingdom
531804,22739,RIBBON REEL CHRISTMAS SOCK BAUBLE,5,11/9/2010 16:03,1.65,14535.0,United Kingdom
580673,22112,CHOCOLATE HOT WATER BOTTLE,24,12/5/2011 14:30,4.25,13089.0,United Kingdom
572291,22812,PACK 3 BOXES CHRISTMAS PANNETONE,3,10/23/2011 12:46,1.95,16931.0,United Kingdom
513108,22525,CHILDRENS GARDEN GLOVES PINK,1,6/21/2010 16:04,1.25,14204.0,United Kingdom
570275,23013,GLASS APOTHECARY BOTTLE TONIC,12,10/10/2011 10:57,3.45,13098.0,United Kingdom
511960,20974,12 PENCILS SMALL TUBE SKULL,6,6/11/2010 13:23,0.65,14727.0,United Kingdom
553405,21260,FIRST AID TIN,10,5/17/2011 8:37,3.25,14952.0,United Kingdom
522917,21218,RED SPOTTY BISCUIT TIN,6,9/17/2010 14:10,3.75,12425.0,Portugal
576553,23321,SMALL WHITE HEART OF WICKER,4,11/15/2011 12:57,1.65,14666.0,United Kingdom
578285,22191,IVORY DINER WALL CLOCK,1,11/23/2011 13:57,8.5,12748.0,United Kingdom
532816,22023,EMPIRE BIRTHDAY CARD,12,11/14/2010 16:12,0.42,15726.0,United Kingdom
511314,90214S,"LETTER ""S"" BLING KEY RING",1,6/7/2010 16:39,1.25,14606.0,United Kingdom
519010,21121,SET/10 RED SPOTTY PARTY CANDLES,4,8/12/2010 19:41,1.25,17323.0,United Kingdom
489529,21429,RED GINGHAM ROSE JEWELLERY BOX,4,12/1/2009 11:51,1.65,17984.0,United Kingdom
581127,BANK CHARGES,Bank Charges,1,12/7/2011 12:45,15.0,16271.0,United Kingdom
577502,23570,TRADITIONAL PICK UP STICKS GAME ,12,11/20/2011 12:34,1.25,12598.0,France
499507,21542,WOODLAND WATER TRANSFER TATTOOS ,15,2/28/2010 16:01,0.85,17209.0,United Kingdom
539032,15060B,FAIRY CAKE DESIGN UMBRELLA,4,12/15/2010 14:25,3.75,18050.0,United Kingdom
552542,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,16,5/10/2011 10:20,0.42,16841.0,United Kingdom
522948,22835,HOT WATER BOTTLE I AM SO POORLY,2,9/19/2010 10:05,4.65,17243.0,United Kingdom
510411,72799D,BLUE PILLAR CANDLE SILVER FLOCK,1,5/30/2010 10:15,2.95,17243.0,United Kingdom
569555,23419,HOME SWEET HOME BOTTLE ,12,10/5/2011 8:17,2.08,17728.0,United Kingdom
574547,23138,SINGLE WIRE HOOK IVORY HEART,1,11/4/2011 15:08,1.45,17841.0,United Kingdom
568593,22336,DOVE DECORATION PAINTED ZINC ,96,9/28/2011 10:54,0.19,13988.0,United Kingdom
521328,48129,DOORMAT TOPIARY,2,9/3/2010 12:33,7.49,15092.0,United Kingdom
558526,22699,ROSES REGENCY TEACUP AND SAUCER ,768,6/30/2011 11:01,2.55,17949.0,United Kingdom
549735,22105,MIRROR MOSAIC GOBLET CANDLE HOLDER,4,4/12/2011 8:42,4.25,13824.0,United Kingdom
569861,21531,RED RETROSPOT SUGAR JAM BOWL,6,10/6/2011 14:37,2.55,13816.0,Germany
531352,22619,SET OF 6 SOLDIER SKITTLES,2,11/7/2010 13:45,3.75,13137.0,United Kingdom
508333,47587A,PINK FAIRY CAKE COASTER,1200,5/14/2010 12:00,0.72,13694.0,United Kingdom
503837,84033,FLAG OF ST GEORGE ,10,4/7/2010 16:21,1.65,17738.0,United Kingdom
550301,85123A,WHITE HANGING HEART T-LIGHT HOLDER,10,4/17/2011 10:15,2.95,17243.0,United Kingdom
555202,22068,BLACK PIRATE TREASURE CHEST,2,6/1/2011 12:11,1.65,16813.0,United Kingdom
573142,21617,4 LILY  BOTANICAL DINNER CANDLES,36,10/27/2011 17:48,1.25,18035.0,United Kingdom
529763,35400,WOODEN BOX ADVENT CALENDAR ,2,10/29/2010 15:00,8.95,14081.0,United Kingdom
562468,21672,WHITE SPOT RED CERAMIC DRAWER KNOB,2,8/5/2011 11:52,1.25,16928.0,United Kingdom
556263,23193,BUFFALO BILL TREASURE BOOK BOX,2,6/9/2011 18:41,2.25,13969.0,United Kingdom
548497,22178,VICTORIAN GLASS HANGING T-LIGHT,36,3/31/2011 13:43,1.25,13089.0,United Kingdom
544790,22897,OVEN MITT APPLES DESIGN,4,2/23/2011 12:27,1.45,16940.0,United Kingdom
523198,20725,LUNCH BAG RED SPOTTY,10,9/21/2010 9:17,1.65,14227.0,United Kingdom
581399,22385,JUMBO BAG SPACEBOY DESIGN,10,12/8/2011 13:27,2.08,17528.0,United Kingdom
512415,20985,HEART CALCULATOR,10,6/15/2010 13:40,1.25,18009.0,United Kingdom
554275,21903,MAN FLU METAL SIGN,2,5/23/2011 13:17,2.1,14903.0,United Kingdom
522277,82583,HOT BATHS METAL SIGN,12,9/13/2010 12:51,2.1,16458.0,United Kingdom
501523,21974,SET OF 36 PAISLEY FLOWER DOILIES,12,3/17/2010 12:14,1.45,13612.0,United Kingdom
560255,84818,DANISH ROSE PHOTO FRAME,12,7/17/2011 13:08,0.79,16054.0,United Kingdom
559894,23209,LUNCH BAG DOILEY PATTERN ,3,7/13/2011 12:06,1.65,14159.0,United Kingdom
538998,85178,VICTORIAN SEWING KIT,36,12/15/2010 12:08,1.25,15061.0,United Kingdom
516609,22637,PIGGY BANK RETROSPOT ,8,7/21/2010 14:39,2.55,17338.0,United Kingdom
505867,85035A,GARDENIA 3 WICK MORRIS BOXED CANDLE,4,4/26/2010 13:28,4.25,13307.0,United Kingdom
557792,23284,DOORMAT KEEP CALM AND COME IN,4,6/22/2011 16:44,7.95,16987.0,United Kingdom
572037,23566,EGG CUP MILKMAID HEIDI,4,10/20/2011 12:07,1.25,17365.0,United Kingdom
490817,82613D,METAL SIGN CUPCAKE SINGLE HOOK,1,12/8/2009 12:33,1.25,15311.0,United Kingdom
576351,22940,FELTCRAFT CHRISTMAS FAIRY,2,11/14/2011 15:51,4.25,17235.0,United Kingdom
528129,22115,METAL SIGN EMPIRE TEA,4,10/20/2010 14:58,2.95,14062.0,United Kingdom
517980,21217,RED SPOTTY ROUND CAKE TINS,2,8/3/2010 14:42,9.95,14219.0,United Kingdom
561898,22427,ENAMEL FLOWER JUG CREAM,3,7/31/2011 15:25,5.95,12456.0,Switzerland
558103,22698,PINK REGENCY TEACUP AND SAUCER,6,6/26/2011 14:08,2.95,13767.0,United Kingdom
520715,22080,RIBBON REEL SPOTS DESIGN ,5,8/29/2010 13:58,1.65,16510.0,United Kingdom
571270,23542,WALL ART 70'S ALPHABET ,1,10/16/2011 12:09,8.25,12940.0,United Kingdom
537773,22327,ROUND SNACK BOXES SET OF 4 SKULLS,1,12/8/2010 12:36,2.95,16016.0,United Kingdom
573993,23514,EMBROIDERED RIBBON REEL SALLY ,6,11/2/2011 11:23,2.08,16790.0,United Kingdom
566251,22932,BAKING MOULD TOFFEE CUP CHOCOLATE,6,9/11/2011 12:13,2.55,12841.0,United Kingdom
544153,22120,WELCOME  WOODEN BLOCK LETTERS,1,2/16/2011 12:11,9.95,15356.0,United Kingdom
549614,21988,PACK OF 6 SKULL PAPER PLATES,12,4/11/2011 11:38,0.85,12720.0,Germany
521910,21932,SCANDINAVIAN PAISLEY PICNIC BAG,5,9/9/2010 13:09,2.95,13046.0,United Kingdom
531782,21742,LARGE ROUND WICKER PLATTER ,1,11/9/2010 14:48,5.95,16021.0,United Kingdom
576832,22630,DOLLY GIRL LUNCH BOX,12,11/16/2011 15:01,1.95,13102.0,United Kingdom
519194,82552,WASHROOM METAL SIGN,6,8/13/2010 17:13,1.25,16345.0,United Kingdom
505337,22524,CHILDRENS GARDEN GLOVES BLUE,12,4/21/2010 13:14,1.25,12631.0,Finland
522623,35958,FOLKART ZINC STAR CHRISTMAS DEC,12,9/15/2010 15:41,0.85,15301.0,United Kingdom
575867,84836,ZINC METAL HEART DECORATION,12,11/11/2011 12:44,1.25,15034.0,United Kingdom
493923,21106,CREAM SLICE FLANNEL CHOCOLATE SPOT ,6,1/8/2010 11:16,2.95,13360.0,United Kingdom
578289,22672,FRENCH BATHROOM SIGN BLUE METAL,1,11/23/2011 14:07,1.65,17841.0,United Kingdom
500256,21135,VICTORIAN  METAL POSTCARD SPRING,1,3/5/2010 13:24,1.69,14649.0,United Kingdom
558049,21789,KIDS RAIN MAC PINK,2,6/24/2011 14:16,0.85,15850.0,United Kingdom
527381,22592,CARDHOLDER HOLLY WREATH METAL,10,10/17/2010 12:56,3.75,16124.0,United Kingdom
555631,22464,HANGING METAL HEART LANTERN,1,6/6/2011 12:06,1.65,18118.0,United Kingdom
506137,21217,RED SPOTTY ROUND CAKE TINS,2,4/27/2010 15:31,9.95,13319.0,United Kingdom
514723,21933,PINK VINTAGE PAISLEY PICNIC BAG,3,7/5/2010 17:28,2.95,14818.0,United Kingdom
494239,84993B,75 BLACK PETIT FOUR CASES,1,1/12/2010 15:48,0.42,14081.0,United Kingdom
550925,48194,DOORMAT HEARTS,2,4/21/2011 14:37,7.95,17061.0,United Kingdom
556244,23089,GLASS BON BON JAR,6,6/9/2011 16:08,1.65,15867.0,United Kingdom
512098,84970S,HANGING HEART ZINC T-LIGHT HOLDER,3,6/13/2010 13:30,0.85,17790.0,United Kingdom
507386,21903,MAN FLU METAL SIGN,24,5/9/2010 12:06,2.1,14911.0,EIRE
533785,21098,CHRISTMAS TOILET ROLL,12,11/18/2010 16:57,1.25,17421.0,United Kingdom
556206,22427,ENAMEL FLOWER JUG CREAM,3,6/9/2011 13:46,5.95,14911.0,EIRE
537208,21587,COSY HOUR GIANT TUBE MATCHES,1,12/5/2010 15:12,2.55,15889.0,United Kingdom
548349,22087,PAPER BUNTING WHITE LACE,40,3/30/2011 14:39,2.55,15812.0,United Kingdom
501828,21129,SILVER FISHING GNOME ,2,3/19/2010 15:45,6.95,15218.0,United Kingdom
497511,84978,HANGING HEART JAR T-LIGHT HOLDER,12,2/10/2010 12:22,1.25,16742.0,United Kingdom
516145,21935,SUKI  SHOULDER BAG,10,7/16/2010 16:53,1.65,13074.0,United Kingdom
563076,22992,REVOLVER WOODEN RULER ,144,8/11/2011 16:12,1.65,14646.0,Netherlands
573083,23557,LANDMARK FRAME BAKER STREET ,2,10/27/2011 14:22,12.5,13735.0,United Kingdom
490005,21671,RED SPOT CERAMIC DRAWER KNOB,12,12/3/2009 11:57,1.25,13993.0,United Kingdom
574700,23245,SET OF 3 REGENCY CAKE TINS,2,11/6/2011 13:53,4.95,16033.0,United Kingdom
533516,21977,PACK OF 60 PINK PAISLEY CAKE CASES,120,11/17/2010 14:53,0.42,16684.0,United Kingdom
541282,22778,GLASS CLOCHE SMALL,2,1/17/2011 12:31,3.95,17690.0,United Kingdom
521317,79191D,RETRO PLASTIC DAISY TRAY,1,9/3/2010 12:06,0.85,17854.0,United Kingdom
519497,22120,WELCOME  WOODEN BLOCK LETTERS,3,8/17/2010 14:09,9.95,14047.0,United Kingdom
573778,21485,RETROSPOT HEART HOT WATER BOTTLE,48,11/1/2011 10:56,4.25,18092.0,United Kingdom
490968,20723,STRAWBERRY CHARLOTTE BAG,100,12/8/2009 16:21,0.72,13798.0,United Kingdom
512554,22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,1,6/16/2010 14:01,2.95,15005.0,United Kingdom
546502,22907,PACK OF 20 NAPKINS PANTRY DESIGN,1,3/14/2011 11:46,0.85,16005.0,United Kingdom
549742,22992,REVOLVER WOODEN RULER ,12,4/12/2011 10:01,1.95,12910.0,United Kingdom
579679,84030E,ENGLISH ROSE HOT WATER BOTTLE,1,11/30/2011 13:29,4.25,13755.0,United Kingdom
524107,84823,DANISH ROSE FOLDING CHAIR,1,9/27/2010 13:10,39.95,15616.0,United Kingdom
533447,21189,WHITE HONEYCOMB PAPER GARLAND ,2,11/17/2010 11:40,1.65,17287.0,United Kingdom
577519,82486,3 DRAWER ANTIQUE WHITE WOOD CABINET,2,11/20/2011 13:20,8.95,15044.0,United Kingdom
510354,22561,WOODEN SCHOOL COLOURING SET,12,5/28/2010 15:12,1.65,12499.0,Germany
551869,22025,RING OF ROSES BIRTHDAY CARD,36,5/4/2011 16:36,0.42,16767.0,United Kingdom
533754,21484,CHICK GREY HOT WATER BOTTLE,4,11/18/2010 14:20,3.45,17659.0,United Kingdom
545697,21507,"ELEPHANT, BIRTHDAY CARD, ",12,3/6/2011 14:38,0.42,14504.0,United Kingdom
529607,84879,ASSORTED COLOUR BIRD ORNAMENT,24,10/29/2010 10:28,1.69,16147.0,United Kingdom
531567,85068,CREAM SWEETHEART SHELF + HOOKS,2,11/9/2010 10:31,7.95,14867.0,United Kingdom
536262,22155,STAR DECORATION RUSTIC,6,11/30/2010 15:33,0.42,14085.0,United Kingdom
541816,21034,REX CASH+CARRY JUMBO SHOPPER,4,1/21/2011 15:57,0.95,17799.0,United Kingdom
496174,21637,ASSORTED SANSKRIT MINI NOTEBOOK,18,1/29/2010 12:07,1.25,15487.0,United Kingdom
528868,22465,HANGING METAL STAR LANTERN,1,10/25/2010 11:33,1.65,15976.0,United Kingdom
528876,35599D,PINK AND WHITE CHRISTMAS TREE 120CM,6,10/25/2010 12:08,2.95,15370.0,United Kingdom
548621,22139,RETROSPOT TEA SET CERAMIC 11 PC ,1,4/1/2011 11:54,4.95,16960.0,United Kingdom
553682,21731,RED TOADSTOOL LED NIGHT LIGHT,144,5/18/2011 13:20,1.45,14646.0,Netherlands
548561,21982,PACK OF 12 SUKI TISSUES ,24,4/1/2011 10:11,0.29,16609.0,United Kingdom
574258,21311,SET/4 BIRD MIRROR MAGNETS ,1,11/3/2011 13:50,0.29,16891.0,United Kingdom
531350,22228,BUNNY WOODEN PAINTED WITH BIRD ,12,11/7/2010 13:31,0.85,12748.0,United Kingdom
525420,21790,VINTAGE SNAP CARDS,24,10/5/2010 12:46,0.85,16422.0,United Kingdom
497963,47562,ENGLISH ROSE IRONING BOARD COVER,3,2/15/2010 13:27,3.75,14527.0,United Kingdom
490505,22111,SCOTTIE DOG HOT WATER BOTTLE,1,12/6/2009 14:06,4.95,14548.0,United Kingdom
570791,21588,RETROSPOT GIANT TUBE MATCHES,4,10/12/2011 11:58,2.55,17346.0,United Kingdom
490677,22080,RIBBON REEL SPOTS DESIGN ,10,12/7/2009 13:17,1.65,18219.0,United Kingdom
555740,21932,SCANDINAVIAN PAISLEY PICNIC BAG,20,6/7/2011 9:51,1.65,18226.0,United Kingdom
498757,22168,ORGANISER WOOD ANTIQUE WHITE ,1,2/22/2010 16:49,8.5,14030.0,United Kingdom
517156,82001S,VINYL RECORD FRAME SILVER,12,7/27/2010 10:49,3.75,17157.0,United Kingdom
510001,20659,ECONOMY LUGGAGE TAG,1,5/26/2010 15:06,1.25,14649.0,United Kingdom
567153,22382,LUNCH BAG SPACEBOY DESIGN ,3,9/16/2011 16:25,1.65,14056.0,United Kingdom
494614,20679,EDWARDIAN PARASOL RED,6,1/15/2010 13:32,4.95,17850.0,United Kingdom
537757,84924A,WAKE UP COCKEREL CALENDAR SIGN ,4,12/8/2010 11:38,3.75,17975.0,United Kingdom
502870,85049D,BRIGHT BLUES RIBBONS ,12,3/28/2010 16:17,1.25,13373.0,United Kingdom
575961,23103,JINGLE BELL HEART DECORATION,1,11/13/2011 12:29,1.65,16794.0,United Kingdom
525410,22866,HAND WARMER SCOTTY DOG DESIGN,2,10/5/2010 12:37,2.1,16393.0,United Kingdom
581175,84804B,BLUE DELPHINIUM ARTIFICIAL FLOWER,36,12/7/2011 15:16,0.79,14646.0,Netherlands
518553,22134,LADLE LOVE HEART RED ,12,8/10/2010 8:49,0.42,16279.0,United Kingdom
517712,20770,ABSTRACT CIRCLE JOURNAL ,1,8/1/2010 11:17,2.55,13564.0,United Kingdom
503680,85164B,BLACK BAROQUE CUCKOO CLOCK,1,4/6/2010 12:39,12.75,14035.0,United Kingdom
504119,17021,NAMASTE SWAGAT INCENSE,6,4/9/2010 16:54,0.3,17609.0,United Kingdom
546760,21577,SAVE THE PLANET COTTON TOTE BAG,6,3/16/2011 14:00,2.25,12597.0,Spain
538508,22893,MINI CAKE STAND T-LIGHT HOLDER,12,12/12/2010 13:32,0.42,15998.0,United Kingdom
540512,22470,HEART OF WICKER LARGE,2,1/9/2011 11:39,2.95,17114.0,United Kingdom
562157,23160,REGENCY TEA SPOON,50,8/3/2011 11:44,1.25,16012.0,United Kingdom
499773,21212,PACK OF 72 RETRO SPOT CAKE CASES,24,3/2/2010 13:39,0.55,16954.0,United Kingdom
543309,84970S,HANGING HEART ZINC T-LIGHT HOLDER,2,2/7/2011 12:05,0.85,18118.0,United Kingdom
558113,21533,RETROSPOT LARGE MILK JUG,3,6/27/2011 8:48,4.95,14911.0,EIRE
536749,21429,RED GINGHAM ROSE JEWELLERY BOX,2,12/2/2010 13:49,1.65,17976.0,United Kingdom
506469,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,6,4/30/2010 9:13,2.95,13481.0,United Kingdom
580877,22563,HAPPY STENCIL CRAFT,3,12/6/2011 12:15,1.25,17250.0,United Kingdom
494895,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,1/19/2010 13:33,2.55,13555.0,United Kingdom
570089,22791,T-LIGHT GLASS FLUTED ANTIQUE,72,10/7/2011 11:38,1.06,16839.0,United Kingdom
551811,23201,JUMBO BAG ALPHABET,10,5/4/2011 11:37,2.08,15039.0,United Kingdom
570091,21744,SNOWFLAKE PORTABLE TABLE LIGHT ,6,10/7/2011 11:47,2.95,15632.0,United Kingdom
577485,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,5,11/20/2011 11:56,2.95,16360.0,United Kingdom
553830,21403,BLUE EGG  SPOON,24,5/19/2011 11:32,0.12,17871.0,United Kingdom
504903,22333,RETRO SPORT PARTY BAG + STICKER SET,1,4/18/2010 15:48,1.65,16549.0,United Kingdom
557472,79321,CHILLI LIGHTS,12,6/20/2011 13:27,5.75,12432.0,Norway
507586,22499,WOODEN UNION JACK BUNTING,1,5/10/2010 12:42,5.95,17841.0,United Kingdom
558731,47591D,PINK FAIRY CAKE CHILDRENS APRON,8,7/1/2011 14:53,1.95,13285.0,United Kingdom
